Year,Name,Position,Date of Birth,Caps,Club
1950,Branko Stanković,2DF,(1921-10-31)31 October 1921 (aged 28),19,Red Star Belgrade
1950,Kosta Tomašević,4FW,(1923-07-25)25 July 1923 (aged 26),6,Red Star Belgrade
1950,Bernard Vukas,4FW,(1927-05-01)1 May 1927 (aged 23),6,Hajduk Split
1950,Siniša Zlatković,2DF,(1924-01-28)28 January 1924 (aged 26),0,Naša Krila Zemun
1950,José Luis Borbolla,4FW,(1920-01-31)31 January 1920 (aged 30),2,América
1950,Antonio Carbajal,1GK,(1929-06-07)7 June 1929 (aged 21),0,Real España
1950,Horacio Casarín,4FW,(1918-05-25)25 May 1918 (aged 32),9,Real España
1950,Raúl Córdoba,1GK,(1924-03-13)13 March 1924 (aged 26),4,San Sebastián
1950,Samuel Cuburu,3MF,(1928-02-20)20 February 1928 (aged 22),1,FC Puebla
1950,Antonio Flores,3MF,(1923-07-13)13 July 1923 (aged 26),5,Atlas
1950,Gregorio Gómez,2DF,(1924-06-26)26 June 1924 (aged 25),3,Deportivo Guadalajara
1950,Carlos Guevara,3MF,(1930-04-03)3 April 1930 (aged 20),2,Asturias
1950,Manuel Gutiérrez,2DF,(1920-04-08)8 April 1920 (aged 30),0,América
1950,Francisco Hernández,3MF,(1924-01-16)16 January 1924 (aged 26),3,Asturias
1950,Alfonso Montemayor,2DF,(1922-04-28)28 April 1922 (aged 28),3,León
1950,José Naranjo,4FW,(1926-03-19)19 March 1926 (aged 24),2,Oro Guadalajara
1950,Leonardo Navarro,4FW,,2,FC Atlante
1950,Mario Ochoa,3MF,(1927-11-07)7 November 1927 (aged 22),3,América
1950,Héctor Ortiz,3MF,(1928-12-20)20 December 1928 (aged 21),5,CD Marte
1950,Mario Pérez,3MF,(1927-02-19)19 February 1927 (aged 23),2,CD Marte
1950,Max Prieto,4FW,(1919-03-28)28 March 1919 (aged 31),1,Deportivo Guadalajara
1950,José Antonio Roca,2DF,(1928-05-24)24 May 1928 (aged 22),5,Necaxa
1950,Rodrigo Ruiz,2DF,(1923-04-14)14 April 1923 (aged 27),3,Deportivo Guadalajara
1950,Carlos Septién,4FW,(1923-01-18)18 January 1923 (aged 27),5,Real España
1950,José Velázquez,4FW,(1923-08-12)12 August 1923 (aged 26),2,Veracruz
1950,Felipe Zetter,2DF,(1923-07-03)3 July 1923 (aged 26),4,Atlas
1950,Juan Acuña,1GK,(1923-01-11)11 January 1923 (aged 27),1,Deportivo La Coruña
1950,Gabriel Alonso,2DF,(1923-11-09)9 November 1923 (aged 26),4,Celta Vigo
1950,Francisco Antúnez,2DF,(1922-11-01)1 November 1922 (aged 27),2,Sevilla
1950,Vicente Asensi,2DF,(1919-01-28)28 January 1919 (aged 31),5,Valencia
1950,Estanislau Basora,4FW,(1926-11-18)18 November 1926 (aged 23),4,Barcelona
1950,César,4FW,(1920-06-29)29 June 1920 (aged 29),8,Barcelona
1950,Agustín Gaínza,4FW,(1922-05-28)28 May 1922 (aged 28),14,Atlético Bilbao
1950,Josep Gonzalvo,2DF,(1920-01-16)16 January 1920 (aged 30),3,Barcelona
1950,Marià Gonzalvo,3MF,(1922-03-22)22 March 1922 (aged 28),8,Barcelona
1950,Rosendo Hernández,4FW,(1921-03-01)1 March 1921 (aged 29),2,Espanyol
1950,Silvestre Igoa,4FW,(1920-09-05)5 September 1920 (aged 29),5,Valencia
1950,Ignacio Eizaguirre,1GK,(1920-11-07)7 November 1920 (aged 29),14,Valencia
1950,José Juncosa,4FW,(1922-02-02)2 February 1922 (aged 28),1,Atlético Madrid
1950,Rafael Lesmes,2DF,(1926-11-09)9 November 1926 (aged 23),0,Valladolid
1950,Luis Molowny,3MF,(1925-05-12)12 May 1925 (aged 25),2,Real Madrid
1950,Nando,3MF,(1921-02-01)1 February 1921 (aged 29),5,Atlético Bilbao
1950,José Luis Panizo,3MF,(1922-01-12)12 January 1922 (aged 28),6,Atlético Bilbao
1950,José Parra,2DF,(1925-08-28)28 August 1925 (aged 24),1,Espanyol
1950,Antonio Puchades,3MF,(1925-06-04)4 June 1925 (aged 25),6,Valencia
1950,Antoni Ramallets,1GK,(1924-06-04)4 June 1924 (aged 26),0,Barcelona
1950,Alfonso Silva,3MF,(1926-03-19)19 March 1926 (aged 24),3,Atlético Madrid
1950,Telmo Zarra,4FW,(1921-01-20)20 January 1921 (aged 29),11,Atlético Bilbao
1950,John Aston,2DF,(1921-09-03)3 September 1921 (aged 28),14,Manchester United
1950,Eddie Baily,4FW,(1925-08-06)6 August 1925 (aged 24),0,Tottenham Hotspur
1950,Roy Bentley,4FW,(1924-05-17)17 May 1924 (aged 26),4,Chelsea
1950,Henry Cockburn,3MF,(1921-09-14)14 September 1921 (aged 28),10,Manchester United
1950,Jimmy Dickinson,3MF,(1925-04-25)25 April 1925 (aged 25),7,Portsmouth
1950,Ted Ditchburn,1GK,(1921-10-24)24 October 1921 (aged 28),2,Tottenham Hotspur
1950,Bill Eckersley,2DF,(1925-07-16)16 July 1925 (aged 24),0,Blackburn Rovers
1950,Tom Finney,4FW,(1922-04-05)5 April 1922 (aged 28),25,Preston North End
1950,Laurie Hughes,2DF,(1924-03-02)2 March 1924 (aged 26),0,Liverpool
1950,Wilf Mannion,4FW,(1918-05-16)16 May 1918 (aged 32),19,Middlesbrough
1950,Stanley Matthews,4FW,(1915-02-01)1 February 1915 (aged 35),30,Blackpool
1950,Jackie Milburn,4FW,(1924-05-11)11 May 1924 (aged 26),7,Newcastle United
1950,Stan Mortensen,4FW,(1921-05-26)26 May 1921 (aged 29),18,Blackpool
1950,Jimmy Mullen,4FW,(1923-01-06)6 January 1923 (aged 27),4,Wolverhampton Wanderers
1950,Bill Nicholson,3MF,(1919-01-26)26 January 1919 (aged 31),0,Tottenham Hotspur
1950,Alf Ramsey,2DF,(1920-01-22)22 January 1920 (aged 30),5,Tottenham Hotspur
1950,Laurie Scott,2DF,(1917-04-23)23 April 1917 (aged 33),17,Arsenal
1950,Jim Taylor,2DF,(1917-11-05)5 November 1917 (aged 32),0,Fulham
1950,Willie Watson,3MF,(1920-03-07)7 March 1920 (aged 30),2,Sunderland
1950,Bert Williams,1GK,(1920-01-31)31 January 1920 (aged 30),7,Wolverhampton Wanderers
1950,Billy Wright,3MF,(1924-02-06)6 February 1924 (aged 26),29,Wolverhampton Wanderers
1950,Manuel Álvarez,2DF,(1928-05-23)23 May 1928 (aged 22),3,Universidad Católica
1950,Miguel Busquets,3MF,(1920-10-15)15 October 1920 (aged 29),15,Universidad de Chile
1950,Fernando Campos,3MF,(1923-10-15)15 October 1923 (aged 26),5,Colo-Colo
1950,Hernán Carvallo,3MF,(1922-08-19)19 August 1922 (aged 27),5,Universidad Católica
1950,Atilio Cremaschi,4FW,(1923-03-08)8 March 1923 (aged 27),12,Unión Española
1950,Guillermo Díaz,4FW,(1930-12-29)29 December 1930 (aged 19),4,Santiago Wanderers
1950,Arturo Farías,2DF,(1927-09-01)1 September 1927 (aged 22),4,Colo-Colo
1950,Miguel Flores,2DF,(1920-10-11)11 October 1920 (aged 29),3,Universidad de Chile
1950,Carlos Ibáñez,4FW,(1930-11-28)28 November 1930 (aged 19),0,Magallanes
1950,Raimundo Infante,4FW,(1928-02-02)2 February 1928 (aged 22),13,Universidad Católica
1950,Sergio Livingstone,1GK,(1920-03-26)26 March 1920 (aged 30),30,Universidad Católica
1950,Manuel Machuca,2DF,(1924-06-06)6 June 1924 (aged 26),18,Colo-Colo
1950,Luis Mayanés,4FW,(1925-01-15)15 January 1925 (aged 25),0,Universidad Católica
1950,Manuel Muñoz,4FW,(1928-04-28)28 April 1928 (aged 22),1,Colo-Colo
1950,Andrés Prieto,4FW,(1928-12-19)19 December 1928 (aged 21),9,Universidad Católica
1950,René Quitral,1GK,(1924-09-15)15 September 1924 (aged 25),1,Santiago Wanderers
1950,Fernando Riera,4FW,(1920-06-27)27 June 1920 (aged 29),16,Universidad Católica
1950,George Robledo,4FW,(1926-04-14)14 April 1926 (aged 24),0,Newcastle United
1950,Carlos Rojas,3MF,(1928-10-02)2 October 1928 (aged 21),5,Unión Española
1950,Fernando Roldán,2DF,(1921-10-15)15 October 1921 (aged 28),0,Universidad Católica
1950,Osvaldo Saez,3MF,(1923-08-13)13 August 1923 (aged 26),12,Colo-Colo
1950,Francisco Urroz,2DF,(1920-12-14)14 December 1920 (aged 29),11,Colo-Colo
1950,Robert Annis,2DF,(1928-09-05)5 September 1928 (aged 21),1,St. Louis Simpkins-Ford
1950,Walter Bahr,3MF,(1927-04-01)1 April 1927 (aged 23),7,Philadelphia Nationals
1950,Frank Borghi,1GK,(1925-04-09)9 April 1925 (aged 25),4,St. Louis Simpkins-Ford
1950,Charlie Colombo,3MF,(1920-07-20)20 July 1920 (aged 29),7,St. Louis Simpkins-Ford
1950,Geoff Coombes,2DF,(1919-04-23)23 April 1919 (aged 31),0,Chicago Vikings
1950,Robert Craddock,4FW,(1923-09-05)5 September 1923 (aged 26),0,Pittsburgh Harmarville S.C.
1950,Nicholas DiOrio,4FW,(1921-02-04)4 February 1921 (aged 29),0,Pittsburgh Harmarville S.C.
1950,Joe Gaetjens,4FW,(1924-03-19)19 March 1924 (aged 26),0,Brookhattan
1950,Gino Gardassanich,1GK,(1922-11-26)26 November 1922 (aged 27),0,Chicago Slovak
1950,Harry Keough,2DF,(1927-11-15)15 November 1927 (aged 22),3,St. Louis McMahon
1950,Joe Maca,2DF,(1920-09-28)28 September 1920 (aged 29),0,Brooklyn Hispano
1950,Ed McIlvenny,3MF,(1924-10-21)21 October 1924 (aged 25),0,Philadelphia Nationals
1950,Benny McLaughlin,4FW,(1928-04-10)10 April 1928 (aged 22),0,Philadelphia Nationals
1950,Gino Pariani,4FW,(1928-02-21)21 February 1928 (aged 22),2,St. Louis Simpkins-Ford
1950,Ed Souza,4FW,(1921-09-22)22 September 1921 (aged 28),4,Ponta Delgada S.C.
1950,John Souza,4FW,(1920-07-12)12 July 1920 (aged 29),9,Ponta Delgada S.C.
1950,Frank Wallace,4FW,(1922-07-15)15 July 1922 (aged 27),4,St. Louis Simpkins-Ford
1950,Adam Wolanin,4FW,(1919-11-13)13 November 1919 (aged 30),0,Chicago Eagles
1950,Sune Andersson,3MF,(1921-02-22)22 February 1921 (aged 29),23,AIK
1950,Ingvar Gärd,3MF,(1921-10-06)6 October 1921 (aged 28),1,Malmö FF
1950,Hasse Jeppson,4FW,(1925-05-10)10 May 1925 (aged 25),8,Djurgårdens IF
1950,Gunnar Johansson,2DF,(1924-02-29)29 February 1924 (aged 26),0,GAIS
1950,Egon Jönsson,4FW,(1921-10-08)8 October 1921 (aged 28),7,Malmö FF
1950,Torsten Lindberg,1GK,(1917-04-14)14 April 1917 (aged 33),18,IFK Norrköping
1950,Arne Månsson,2DF,(1925-11-11)11 November 1925 (aged 24),1,Malmö FF
1950,Bror Mellberg,4FW,(1923-12-09)9 December 1923 (aged 26),1,AIK
1950,Erik Nilsson,2DF,(1916-08-06)6 August 1916 (aged 33),28,Malmö FF
1950,Stellan Nilsson,4FW,(1922-05-28)28 May 1922 (aged 28),15,Malmö FF
1950,Knut Nordahl,3MF,(1920-01-13)13 January 1920 (aged 30),23,IFK Norrköping
1950,Karl-Erik Palmér,4FW,(1929-04-17)17 April 1929 (aged 21),5,Malmö FF
1950,Ingvar Rydell,4FW,(1922-05-07)7 May 1922 (aged 28),2,Malmö FF
1950,Lennart Samuelsson,2DF,(1924-07-07)7 July 1924 (aged 25),1,IF Elfsborg Borås
1950,Lennart Skoglund,4FW,(1929-12-24)24 December 1929 (aged 20),1,AIK
1950,Stig Sundqvist,4FW,(1922-07-19)19 July 1922 (aged 27),6,IFK Norrköping
1950,Kalle Svensson,1GK,(1925-11-11)11 November 1925 (aged 24),4,Helsingborgs IF
1950,Kurt Svensson,4FW,(1927-04-15)15 April 1927 (aged 23),0,IS Halmia
1950,Tore Svensson,1GK,(1927-12-06)6 December 1927 (aged 22),0,IF Elfsborg Borås
1950,Börje Tapper,4FW,(1922-05-20)20 May 1922 (aged 28),4,Malmö FF
1950,Olle Åhlund,3MF,(1920-08-22)22 August 1920 (aged 29),15,Degerfors IF
1950,Amedeo Amadei,4FW,(1921-07-26)26 July 1921 (aged 28),6,Internazionale
1950,Carlo Annovazzi,2DF,(1925-05-24)24 May 1925 (aged 25),10,Milan
1950,Ivano Blason,2DF,(1923-05-24)24 May 1923 (aged 27),0,Triestina
1950,Giampiero Boniperti,4FW,(1928-07-04)4 July 1928 (aged 21),6,Juventus
1950,Aldo Campatelli,4FW,(1919-04-07)7 April 1919 (aged 31),6,Internazionale
1950,Gino Cappello,4FW,(1920-06-02)2 June 1920 (aged 30),3,Bologna
1950,Emilio Caprile,4FW,(1928-09-30)30 September 1928 (aged 21),2,Atalanta
1950,Riccardo Carapellese,4FW,(1922-07-01)1 July 1922 (aged 27),11,Torino
1950,Giuseppe Casari,1GK,(1922-04-10)10 April 1922 (aged 28),2,Atalanta
1950,Osvaldo Fattori,2DF,(1922-06-22)22 June 1922 (aged 28),3,Internazionale
1950,Zeffiro Furiassi,2DF,(1923-01-19)19 January 1923 (aged 27),0,Lazio
1950,Attilio Giovannini,2DF,(1924-07-30)30 July 1924 (aged 25),4,Internazionale
1950,Benito Lorenzi,4FW,(1925-12-20)20 December 1925 (aged 24),5,Internazionale
1950,Augusto Magli,3MF,(1923-03-09)9 March 1923 (aged 27),0,Fiorentina
1950,Giacomo Mari,3MF,(1924-10-17)17 October 1924 (aged 25),3,Juventus
1950,Giuseppe Moro,1GK,(1921-01-16)16 January 1921 (aged 29),2,Torino
1950,Ermes Muccinelli,4FW,(1927-07-28)28 July 1927 (aged 22),2,Juventus
1950,Egisto Pandolfini,4FW,(1926-02-19)19 February 1926 (aged 24),0,Fiorentina
1950,Carlo Parola,3MF,(1921-09-20)20 September 1921 (aged 28),9,Juventus
1950,Leandro Remondini,3MF,(1917-11-17)17 November 1917 (aged 32),0,Lazio
1950,Lucidio Sentimenti,1GK,(1920-07-01)1 July 1920 (aged 29),7,Lazio
1950,Omero Tognon,3MF,(1924-03-03)3 March 1924 (aged 26),4,Milan
1950,Enrique Avalos,4FW,1922,,Cerro Porteño
1950,Marcial Avalos,4FW,(1921-12-05)5 December 1921 (aged 28),,Cerro Porteño
1950,Melanio Baez,3MF,,,Nacional
1950,Ángel Berni,4FW,(1931-01-09)9 January 1931 (aged 19),,Sportivo Luqueño
1950,Antonio Cabrera,2DF,,,Libertad
1950,Lorenzo Calonga,4FW,(1929-08-28)28 August 1929 (aged 20),,Guaraní
1950,Juan Cañete,4FW,(1929-07-27)27 July 1929 (aged 20),,Presidente Hayes
1950,Castor Cantero,3MF,(1918-01-12)12 January 1918 (aged 32),,Olimpia
1950,Pablo Centurión,1GK,,,Cerro Porteño
1950,Casiano Céspedes,2DF,1924,,Olimpia
1950,Manuel Gavilán,2DF,(1920-11-30)30 November 1920 (aged 29),,Libertad
1950,Alberto González,2DF,1922,,Olimpia
1950,Armando González,3MF,,,Guaraní
1950,Victoriano Leguizamón,3MF,(1922-03-23)23 March 1922 (aged 28),,Olimpia
1950,Atilio López,4FW,(1925-02-05)5 February 1925 (aged 25),,Guarani
1950,César López Fretes,4FW,(1923-03-21)21 March 1923 (aged 27),,Olimpia
1950,Hilarión Osorio,4FW,(1928-10-21)21 October 1928 (aged 21),,Sportivo Luqueño
1950,Elioro Paredes,2DF,(1921-06-19)19 June 1921 (aged 29),,Sportivo Luqueño
1950,Darío Jara Saguier,4FW,(1930-01-27)27 January 1930 (aged 20),,Cerro Porteño
1950,Francisco Sosa,4FW,1918,,Cerro Porteño
1950,Leongino Unzaim,4FW,(1925-05-16)16 May 1925 (aged 25),,Olimpia
1950,Marcelino Vargas,1GK,1921,,Club Libertad
1950,Julio César Britos,4FW,(1926-05-18)18 May 1926 (aged 24),10,Peñarol
1950,Juan Burgueño,4FW,(1923-02-04)4 February 1923 (aged 27),4,Danubio
1950,Schubert Gambetta,2DF,(1920-04-14)14 April 1920 (aged 30),34,Nacional
1950,Alcides Ghiggia,4FW,(1926-12-22)22 December 1926 (aged 23),3,Peñarol
1950,Juan Carlos González,2DF,(1924-08-22)22 August 1924 (aged 25),3,Peñarol
1950,Matías González,2DF,(1925-08-06)6 August 1925 (aged 24),13,Cerro
1950,William Martínez,2DF,(1928-01-13)13 January 1928 (aged 22),3,Rampla Juniors
1950,Roque Máspoli,1GK,(1917-10-12)12 October 1917 (aged 32),20,Peñarol
1950,Oscar Míguez,4FW,(1927-12-05)5 December 1927 (aged 22),4,Peñarol
1950,Rubén Morán,4FW,(1930-08-06)6 August 1930 (aged 19),2,Cerro
1950,Washington Ortuño,3MF,(1928-05-13)13 May 1928 (aged 22),0,Peñarol
1950,Aníbal Paz,1GK,(1917-05-21)21 May 1917 (aged 33),23,Nacional
1950,Julio Pérez,4FW,(1926-06-19)19 June 1926 (aged 24),7,River Plate
1950,Rodolfo Pini,3MF,(1926-11-12)12 November 1926 (aged 23),6,Nacional
1950,Luis Rijo,4FW,(1927-09-28)28 September 1927 (aged 22),0,Central
1950,Víctor Rodríguez Andrade,3MF,(1927-05-02)2 May 1927 (aged 23),9,Central
1950,Carlos Romero,4FW,(1927-09-07)7 September 1927 (aged 22),4,Danubio
1950,Juan Alberto Schiaffino,4FW,(1925-07-28)28 July 1925 (aged 24),7,Peñarol
1950,Eusebio Tejera,2DF,(1922-01-06)6 January 1922 (aged 28),24,Nacional
1950,Obdulio Varela,3MF,(1917-09-20)20 September 1917 (aged 32),34,Peñarol
1950,Ernesto Vidal,4FW,(1921-11-15)15 November 1921 (aged 28),0,Peñarol
1950,Héctor Vilches,2DF,(1926-02-14)14 February 1926 (aged 24),5,Cerro
1950,Alberto Achá,2DF,(1917-02-18)18 February 1917 (aged 33),23,The Strongest
1950,Víctor Celestino Algarañaz,4FW,(1926-04-06)6 April 1926 (aged 24),8,Club Litoral
1950,Alberto Aparicio,3MF,(1923-11-11)11 November 1923 (aged 26),0,Ferroviario La Paz
1950,Duberty Aráoz,3MF,(1920-12-21)21 December 1920 (aged 29),10,Club Litoral
1950,Vicente Arraya,1GK,(1921-01-25)25 January 1921 (aged 29),26,Ferroviario La Paz
1950,Víctor Brown,4FW,(1927-03-07)7 March 1927 (aged 23),2,Club Bolívar
1950,José Bustamante,2DF,(1922-03-05)5 March 1922 (aged 28),31,Club Litoral
1950,René Cabrera,3MF,(1925-10-21)21 October 1925 (aged 24),8,Lloyd Aéreo Boliviano
1950,Roberto Capparelli,4FW,(1923-11-18)18 November 1923 (aged 26),0,The Strongest
1950,Leonardo Ferrel,3MF,(1923-07-07)7 July 1923 (aged 26),18,The Strongest
1950,Benedicto Godoy Véizaga,4FW,(1924-07-28)28 July 1924 (aged 25),9,Ferroviario La Paz
1950,Antonio Greco,2DF,(1923-09-17)17 September 1923 (aged 26),0,Club Litoral
1950,Juan Guerra,4FW,(1927-04-13)13 April 1927 (aged 23),9,Ferroviario La Paz
1950,Benigno Gutiérrez,4FW,(1925-09-01)1 September 1925 (aged 24),15,Club Litoral
1950,Eduardo Gutiérrez,1GK,(1925-01-17)17 January 1925 (aged 25),12,CD Ingavi
1950,Benjamin Maldonado,4FW,(1928-01-04)4 January 1928 (aged 22),4,San Jose de Oruro
1950,Mario Mena,4FW,(1927-02-28)28 February 1927 (aged 23),9,Club Bolívar
1950,Humberto Saavedra,3MF,(1923-08-03)3 August 1923 (aged 26),0,The Strongest
1950,Víctor Agustín Ugarte,4FW,(1926-05-05)5 May 1926 (aged 24),16,Club Bolívar
1950,Antonio Valencia,3MF,(1925-05-10)10 May 1925 (aged 25),9,Club Bolívar
1954,Castilho,1GK,(1927-11-27)27 November 1927 (aged 26),13,Fluminense
1954,Djalma Santos,2DF,(1929-02-27)27 February 1929 (aged 25),15,Portuguesa
1954,Nílton Santos,2DF,(1925-05-16)16 May 1925 (aged 29),20,Botafogo
1954,Brandãozinho,2DF,(1925-06-09)9 June 1925 (aged 29),13,Portuguesa
1954,Pinheiro,3MF,(1932-01-13)13 January 1932 (aged 22),13,Fluminense
1954,Bauer,3MF,(1925-11-21)21 November 1925 (aged 28),22,São Paulo FC
1954,Julinho,4FW,(1929-07-29)29 July 1929 (aged 24),14,Portuguesa
1954,Didi,3MF,(1928-10-08)8 October 1928 (aged 25),14,Fluminense
1954,Baltazar,4FW,(1926-01-14)14 January 1926 (aged 28),19,Corinthians
1954,Pinga,4FW,(1924-02-11)11 February 1924 (aged 30),14,Vasco da Gama
1954,Rodrigues,4FW,(1925-06-27)27 June 1925 (aged 28),15,Palmeiras
1954,Paulinho,2DF,(1932-04-15)15 April 1932 (aged 22),0,Vasco da Gama
1954,Alfredo,2DF,(1924-10-27)27 October 1924 (aged 29),2,São Paulo FC
1954,Ely,3MF,(1921-05-14)14 May 1921 (aged 33),17,Vasco da Gama
1954,Mauro Ramos,2DF,(1930-08-30)30 August 1930 (aged 23),6,São Paulo FC
1954,Dequinha,3MF,(1928-03-19)19 March 1928 (aged 26),0,Flamengo
1954,Maurinho,4FW,(1933-06-06)6 June 1933 (aged 21),1,São Paulo FC
1954,Humberto,4FW,(1934-02-04)4 February 1934 (aged 20),4,Palmeiras
1954,Índio,4FW,(1931-03-01)1 March 1931 (aged 23),0,Flamengo
1954,Rubens,4FW,(1928-11-04)4 November 1928 (aged 25),1,Flamengo
1954,Veludo,1GK,(1930-08-07)7 August 1930 (aged 23),4,Fluminense
1954,Cabeção,1GK,(1930-08-23)23 August 1930 (aged 23),,Corinthians
1954,Vladimir Beara,1GK,(1928-11-02)2 November 1928 (aged 25),25,Hajduk Split
1954,Branko Stanković,2DF,(1921-10-31)31 October 1921 (aged 32),50,Red Star Belgrade
1954,Tomislav Crnković,2DF,(1929-06-17)17 June 1929 (aged 24),17,Dinamo Zagreb
1954,Zlatko Čajkovski,3MF,(1923-11-24)24 November 1923 (aged 30),53,Partizan Belgrade
1954,Ivan Horvat,2DF,(1926-07-16)16 July 1926 (aged 27),43,Dinamo Zagreb
1954,Vujadin Boškov,2DF,(1931-05-16)16 May 1931 (aged 23),22,Vojvodina Novi Sad
1954,Tihomir Ognjanov,4FW,(1927-03-02)2 March 1927 (aged 27),22,Spartak Subotica
1954,Rajko Mitić,4FW,(1922-11-19)19 November 1922 (aged 31),47,Red Star Belgrade
1954,Bernard Vukas,4FW,(1927-05-01)1 May 1927 (aged 27),35,Hajduk Split
1954,Stjepan Bobek,3MF,(1923-12-03)3 December 1923 (aged 30),53,Partizan Belgrade
1954,Branko Zebec,4FW,(1929-05-17)17 May 1929 (aged 25),22,Partizan Belgrade
1954,Branko Kralj,1GK,(1924-03-10)10 March 1924 (aged 30),0,Dinamo Zagreb
1954,Miljan Zeković,2DF,(1925-11-15)15 November 1925 (aged 28),3,Red Star Belgrade
1954,Lav Mantula,3MF,(1928-12-08)8 December 1928 (aged 25),0,Dinamo Zagreb
1954,Ljubiša Spajić,3MF,(1926-03-07)7 March 1926 (aged 28),6,Red Star Belgrade
1954,Sima Milovanov,2DF,(1923-04-10)10 April 1923 (aged 31),4,Vojvodina Novi Sad
1954,Bruno Belin,2DF,(1929-01-16)16 January 1929 (aged 25),3,Partizan Belgrade
1954,Miloš Milutinović,4FW,(1933-02-05)5 February 1933 (aged 21),8,Partizan Belgrade
1954,Zlatko Papec,3MF,(1934-01-17)17 January 1934 (aged 20),2,Lokomotiva Zagreb
1954,Dionizije Dvornić,4FW,(1926-04-27)27 April 1926 (aged 28),3,Dinamo Zagreb
1954,Todor Veselinović,4FW,(1930-10-22)22 October 1930 (aged 23),4,Vojvodina Novi Sad
1954,Aleksandar Petaković,4FW,(1930-02-06)6 February 1930 (aged 24),0,Radnički Belgrade
1954,François Remetter,1GK,(1928-08-08)8 August 1928 (aged 25),4,FC Metz
1954,César Ruminski,1GK,(1924-06-14)14 June 1924 (aged 30),7,Lille OSC
1954,Claude Abbes,1GK,(1927-05-24)24 May 1927 (aged 27),0,AS Saint-Étienne
1954,Lazare Gianessi,2DF,(1925-11-09)9 November 1925 (aged 28),12,AS Monaco
1954,Jacques Grimonpon,2DF,(1925-07-30)30 July 1925 (aged 28),0,FC Girondins de Bordeaux
1954,Raymond Kaelbel,2DF,(1932-01-31)31 January 1932 (aged 22),0,RC Strasbourg
1954,Roger Marche,2DF,(1924-03-05)5 March 1924 (aged 30),37,Stade de Reims
1954,Guillaume Bieganski,3MF,(1932-11-03)3 November 1932 (aged 21),1,Lille OSC
1954,Antoine Cuissard,3MF,(1924-07-19)19 July 1924 (aged 29),27,OGC Nice
1954,Robert Jonquet,2DF,(1925-05-03)3 May 1925 (aged 29),26,Stade de Reims
1954,Xercès Louis,3MF,(1926-10-31)31 October 1926 (aged 27),0,RC Lens
1954,Jean-Jacques Marcel,3MF,(1931-06-13)13 June 1931 (aged 23),8,FC Sochaux
1954,Abderrahmane Mahjoub,3MF,(1929-04-25)25 April 1929 (aged 25),2,OGC Nice
1954,Armand Penverne,3MF,(1926-11-26)26 November 1926 (aged 27),11,Stade de Reims
1954,Abdelaziz Ben Tifour,3MF,(1927-07-25)25 July 1927 (aged 26),1,AS Troyes
1954,René Dereuddre,3MF,(1930-06-26)26 June 1930 (aged 23),1,Toulouse FC
1954,Léon Glovacki,4FW,(1928-02-19)19 February 1928 (aged 26),3,Stade de Reims
1954,Raymond Kopa,3MF,(1931-10-13)13 October 1931 (aged 22),13,Stade de Reims
1954,Michel Leblond,3MF,(1932-05-10)10 May 1932 (aged 22),1,Stade de Reims
1954,Ernest Schultz,4FW,(1931-01-29)29 January 1931 (aged 23),0,Olympique de Lyon
1954,André Strappe,4FW,(1928-02-23)23 February 1928 (aged 26),23,Lille OSC
1954,Jean Vincent,4FW,(1930-11-29)29 November 1930 (aged 23),2,Lille OSC
1954,Antonio Carbajal,1GK,(1929-06-07)7 June 1929 (aged 25),11,FC León
1954,Narciso López,2DF,(1928-08-18)18 August 1928 (aged 25),3,CD Oro
1954,Jorge Romo,2DF,(1923-04-20)20 April 1923 (aged 31),5,Club Deportivo Marte
1954,Saturnino Martínez,2DF,(1928-01-01)1 January 1928 (aged 26),6,Necaxa
1954,Raúl Cárdenas,3MF,(1928-10-30)30 October 1928 (aged 25),4,Puebla F.C.
1954,Rafael Ávalos,3MF,(1925-11-22)22 November 1925 (aged 28),4,Atlante F.C.
1954,Alfredo Torres,4FW,(1931-05-31)31 May 1931 (aged 23),3,Atlas
1954,José Naranjo,4FW,(1926-03-19)19 March 1926 (aged 28),12,CD Oro
1954,José Luis Lamadrid,4FW,(1930-07-03)3 July 1930 (aged 23),5,Necaxa
1954,Tomás Balcázar,4FW,(1931-12-21)21 December 1931 (aged 22),9,CD Guadalajara
1954,Raúl Arellano,4FW,(1935-02-28)28 February 1935 (aged 19),0,CD Guadalajara
1954,Salvador Mota,1GK,(1922-11-30)30 November 1922 (aged 31),0,Atlante F.C.
1954,Sergio Bravo,2DF,(1927-11-27)27 November 1927 (aged 26),6,FC León
1954,Juan Gómez,2DF,(1924-06-26)26 June 1924 (aged 29),0,Atlas
1954,Carlos Blanco,4FW,(1928-03-05)5 March 1928 (aged 26),4,Necaxa
1954,Pedro Nájera,3MF,(1929-02-03)3 February 1929 (aged 25),0,Club América
1954,Carlos Septién,4FW,(1923-01-18)18 January 1923 (aged 31),13,CD Tampico
